Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
12.431202249999995,1131.581641666667,,,,-0.01806640625,0.03037109375,-0.97861328125,0.0022608057647258996,18.759418837603665,16.02037450487584,0.2803681481334547,0,0,4.491597301049769,0,0,0,0,0.17412109375,,
12.95385225,1148.9983000000004,,,,-0.01923828125,0.0302734375,-0.9763671875,0.002938785425437481,26.67549555338939,16.01970674296861,0.36213893820603404,0,0,5.80136304507163,0,0,0,0,0.21923828125,,
13.458452749999998,1165.8366416666672,,,,-0.02099609375,0.034765625,-0.98173828125,0.003723452795672687,33.81366650846692,16.017269898673877,0.4473324174202028,0,0,7.165020153359575,0,0,0,0,0.25380859375,,
13.95365275,1182.3333083333337,,,,-0.0115234375,0.0306640625,-0.98466796875,0.004618886655189569,42.22826647101824,16.015118245734534,0.5468795826326291,0,0,8.758319915438117,0,0,0,0,0.31611328125,,
14.479153000000002,1199.8483083333335,,,,-0.02421875,0.04365234375,-0.9705078125,0.005748457102086876,52.510454687253166,16.012300588173474,0.683540735550779,0,0,10.945018334607738,0,0,0,0,0.49052734375,,
14.984002500000003,1216.6982750000002,,,,-0.01181640625,0.02744140625,-0.97509765625,0.006726780162968146,62.0369341922085,16.00936117241972,0.8376054719418062,0,0,13.409490541812648,0,0,0,0,0.62744140625,,
15.481201999999993,1233.2616583333336,,,,-0.01298828125,0.032421875,-0.9888671875,0.00816690086622627,72.4717725707416,16.007265172500542,0.9836646634998185,0,0,15.745753138986823,0,0,0,0,0.7,,
15.980602,1249.889941666667,,,,-0.0232421875,0.03876953125,-0.9837890625,0.008889355702795016,84.50719142262831,16.004200624645158,1.1592793803558927,0,0,18.55329352348092,0,0,0,0,0.7787109375,,
16.5053025,1267.3883083333335,,,,-0.009765625,0.02763671875,-0.9931640625,0.00993686133890286,98.95218520434909,15.999676861471547,1.344539215227512,0,0,21.51213323386959,0,0,0,0,0.5966796875,,
17.001702499999997,1283.9583,,,,-0.02822265625,0.036328125,-0.966015625,0.011148761851113818,113.72764411422658,15.995424464456795,1.5446269503465753,0,0,24.70691678816493,0,0,0,0,0.39580078125,,
17.503102499999994,1300.6533166666673,,,,-0.0181640625,0.0396484375,-0.975390625,0.012554590835713395,127.16858140051737,15.991296203402385,1.7804046561713904,0,0,28.47084306990527,0,0,0,0,0.26640625,,
18.00390225,1317.339966666667,,,,-0.0181640625,0.03115234375,-0.9828125,0.014182120720166965,141.8178373322186,15.985556882841172,2.018796515092518,0,0,32.27153534601534,0,0,0,0,0.19443359375,,
18.52885375,1334.84,,,,-0.0193359375,0.03525390625,-0.97734375,0.015741336211162235,158.84688466138923,15.981643264260736,2.2936126789026883,0,0,36.65558494832574,0,0,0,0,0.16376953125,,
19.029253,1351.5099583333335,,,,-0.01337890625,0.05,-0.9658203125,0.01698228086679309,173.6861545708835,15.976291149343714,2.5961418359523547,0,0,41.476565336601865,0,0,0,0,0.2171875,,
19.52925275,1368.1716500000002,,,,-0.011328125,0.0373046875,-0.97783203125,0.0180376296707248,190.60199074880612,15.97062416726188,2.9074552075165254,0,0,46.43376879130658,0,0,0,0,0.29208984375,,
20.027753250000004,1384.8099833333333,,,,-0.02001953125,0.03515625,-0.9724609375,0.019359912445170203,205.94197173092314,15.965016467492115,3.187038061137415,0,0,50.88097226405503,0,0,0,0,0.29326171875,,
20.52830325,1401.5083083333336,,,,-0.00615234375,0.00556640625,-0.9763671875,0.020805024601277464,220.31110887660233,15.958486165554593,3.4918474217703155,0,0,55.724410284698344,0,0,0,0,0.29296875,,
21.028203249999997,1418.1499666666673,,,,-0.02265625,0.03681640625,-0.97529296875,0.02241745076111224,234.38568195953374,15.951285151963194,3.8285170611845745,0,0,61.069533471509054,0,0,0,0,0.27734375,,
21.528452500000004,1434.8149333333336,,,,-0.0224609375,0.0396484375,-0.98134765625,0.02380891977811783,251.31529205481334,15.944595252026748,4.175164677047184,0,0,66.57107088813885,0,0,0,0,0.2732421875,,
22.029653000000003,1451.5233166666671,,,,-0.02470703125,0.04716796875,-0.978515625,0.02544848680292421,268.0753351550883,15.936287154433193,4.564464821332785,0,0,72.7403274918905,0,0,0,0,0.29638671875,,
22.529103499999998,1468.18165,,,,-0.02041015625,0.0384765625,-0.98525390625,0.026804617017288007,281.37521353632565,15.9276820436333,4.984606947250891,0,0,79.39304392769651,0,0,0,0,0.3263671875,,
23.028802500000005,1484.8566250000001,,,,0.00048828125,0.03193359375,-0.9755859375,0.028320040821293337,300.50683785721384,15.92083082506482,5.389792650924269,0,0,85.80970003608334,0,0,0,0,0.37265625,,
23.555352000000003,1502.3949583333338,,,,-0.01943359375,0.0279296875,-0.96982421875,0.030103799323920637,318.53621155735254,15.912500420789163,5.8493173907772755,0,0,93.0769506989989,0,0,0,0,0.396875,,
24.075202750000006,1519.7599833333336,,,,-0.01220703125,0.03095703125,-0.97724609375,0.03193776296690977,337.83308839417356,15.902687279377428,6.321222944780407,0,0,100.52410022903545,0,0,0,0,0.43701171875,,
24.606702749999993,1537.4516416666668,,,,-0.00927734375,0.02763671875,-0.96513671875,0.0339621616660236,359.9199870242791,15.892907690634297,6.828325807622987,0,0,108.52158304090582,0,0,0,0,0.4099609375,,
25.10240275,1553.9732833333335,,,,-0.02216796875,0.038671875,-0.99404296875,0.035476789430292734,383.6310680308915,15.883456650062573,7.344634116869362,0,0,116.6577526407142,0,0,0,0,0.37802734375,,
25.6034535,1570.6816250000006,,,,-0.01787109375,0.0416015625,-0.976953125,0.03691049404774966,406.6620691070681,15.873581997670698,7.851290494888671,0,0,124.62770318969892,0,0,0,0,0.327734375,,
26.103402750000008,1587.32665,,,,-0.019140625,0.02958984375,-0.976171875,0.03924059042108717,424.4786334046521,15.8647757108937,8.407957080933233,0,0,133.3899502448943,0,0,0,0,0.2900390625,,
26.599802250000003,1603.9399750000002,,,,-0.03056640625,0.0587890625,-0.9654296875,0.041225726705533476,446.7464300524292,15.854500586052898,8.9326186212442,0,0,141.62176502036394,0,0,0,0,0.278515625,,
27.079803250000005,1619.8933249999998,,,,-0.00185546875,0.033203125,-0.97236328125,0.043293161819743145,463.15497022019844,15.844844850121035,9.449549094291559,0,0,149.72616679199302,0,0,0,0,0.31376953125,,
27.57785425000001,1636.4783250000005,,,,-0.0048828125,0.02158203125,-0.97548828125,0.04505834464602883,477.87847606891063,15.834093488819624,10.021552701125763,0,0,158.68166053756994,0,0,0,0,0.33349609375,,
28.060302500000006,1652.6599583333336,,,,-0.03271484375,0.0455078125,-0.9818359375,0.04698214772369117,494.5432083495646,15.822013006194231,10.59465708400833,0,0,167.62827455819604,0,0,0,0,0.33251953125,,
28.553702500000004,1669.0133083333335,,,,-0.02158203125,0.03486328125,-0.97265625,0.0487625094253311,513.4173199557424,15.811179469314993,11.174932196098522,0,0,176.68820054626056,0,0,0,0,0.33876953125,,
29.057652750000006,1685.8099666666665,,,,-0.02265625,0.02021484375,-0.9744140625,0.05107326426181882,535.1385507115968,15.798867530763223,11.893117507592583,0,0,187.89696028576725,0,0,0,0,0.3498046875,,
29.55405275000001,1702.3733000000004,,,,-0.02314453125,0.0427734375,-0.97431640625,0.05326161687889316,556.8002366579634,15.785224376047324,12.615271705465583,0,0,199.13413647473917,0,0,0,0,0.33173828125,,
30.055952249999997,1719.0699500000003,,,,-0.0158203125,0.03486328125,-0.9806640625,0.05536567393370374,575.6439676230771,15.77155766376787,13.353919965279115,0,0,210.61119521498048,0,0,0,0,0.28759765625,,
30.553251250000006,1735.6366249999999,,,,-0.02646484375,0.040625,-0.97880859375,0.057124985765489134,594.5828407922922,15.757699365367978,14.088549019265974,0,0,222.00223672702464,0,0,0,0,0.2505859375,,
31.05535200000001,1752.3783083333335,,,,-0.005078125,0.04296875,-0.96591796875,0.05860818736333266,612.3088906282784,15.742772837490666,14.834690491611912,0,0,233.53831000174245,0,0,0,0,0.2259765625,,
31.554652000000004,1769.0116083333337,,,,-0.0189453125,0.05693359375,-0.9642578125,0.060314380549808165,628.9084094242401,15.729935623323977,15.560801006924098,0,0,244.76950894311963,0,0,0,0,0.21787109375,,
32.05260275000001,1785.6299666666669,,,,-0.0220703125,0.0439453125,-0.9763671875,0.06200304046940177,644.9404009930336,15.71712927239361,16.29612384130948,0,0,256.1273588195678,0,0,0,0,0.23330078125,,
32.55325375,1802.3516583333337,,,,-0.02802734375,0.04052734375,-0.97958984375,0.06353807463442797,661.3985849508801,15.702787889634346,16.991931865442375,0,0,266.8201383745139,0,0,0,0,0.234375,,
33.07750299999999,1819.793316666667,,,,-0.0177734375,0.03779296875,-0.98193359375,0.06536557789055118,677.2921735604253,15.690184077036193,17.69525317909493,0,0,277.6409766547418,0,0,0,0,0.2291015625,,
33.60110325000001,1837.2799833333338,,,,-0.0171875,0.0419921875,-0.9798828125,0.06701717282867635,698.2258487071846,15.674420579795441,18.442140288430203,0,0,289.06891709782974,0,0,0,0,0.234765625,,
34.12870225,1854.8499583333335,,,,-0.01689453125,0.03466796875,-0.97685546875,0.06889881764185705,746.6233300017741,15.658565185347978,19.256799312987656,0,0,301.5328900947069,0,0,0,0,0.24775390625,,
34.62825300000001,1871.5016250000008,,,,-0.01904296875,0.0357421875,-0.97939453125,0.07059882850133677,768.4362559096849,15.64511994318564,20.02364408394622,0,0,313.2714972379108,0,0,0,0,0.28154296875,,
35.129652750000005,1888.208316666667,,,,-0.0177734375,0.03505859375,-0.98271484375,0.07199659949354849,784.6197437218397,15.629898501396138,20.792391327522598,0,0,324.98198813767374,0,0,0,0,0.35126953125,,
35.628202750000014,1904.815,,,,-0.01640625,0.04873046875,-0.966796875,0.07349780293740163,801.772879355901,15.614627152742353,21.592012147227216,0,0,337.1502142929533,0,0,0,0,0.41455078125,,
36.15265175000001,1922.3183083333338,,,,-0.01748046875,0.03271484375,-0.97880859375,0.07501153866965374,817.528480231948,15.60007335436067,22.407962088484737,0,0,349.5649566424612,0,0,0,0,0.43828125,,
36.68000325000001,1939.8766333333338,,,,-0.0017578125,0.01748046875,-0.97822265625,0.07641299693120948,833.6706406478379,15.584090688355726,23.259948942044293,0,0,362.4841157791599,0,0,0,0,0.4564453125,,
37.179502000000014,1956.5182916666668,,,,-0.020703125,0.04404296875,-0.975390625,0.07775798477161765,848.5934522386375,15.56964003408467,24.0443139452825,0,0,374.3603987048778,0,0,0,0,0.4427734375,,
