Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
14.516750999999326,1221.4900166666623,,,,-0.00986328125,0.04013671875,-0.969140625,0.0072281179596523385,56.79732166046059,15.997320606606811,2.8419189944372536,0,0,45.4628176703795,0,0,0,0,0.5443359375,,
15.479451499999502,1254.7366833333294,,,,-0.03701171875,0.021484375,-0.99677734375,0.009857370839164837,80.14479309876197,15.989915887133057,3.1991766528799364,0,0,51.15443981288825,0,0,0,0,0.457421875,,
16.34175149999992,1282.655008333329,,,,0.00234375,0.036328125,-0.96259765625,0.011746021130518383,99.92695754340268,15.983859897966525,3.4899033505479244,0,0,55.78183927947688,0,0,0,0,0.42119140625,,
17.454501499999687,1320.479999999997,,,,0.00380859375,0.02548828125,-0.96640625,0.014746770693794839,128.64679213212878,15.974106122323414,4.033467551153702,0,0,64.43075381121002,0,0,0,0,0.4236328125,,
18.20270124999969,1345.4316833333305,,,,-0.02548828125,0.0181640625,-0.9931640625,0.017097664798786074,153.32040845785224,15.966670447963086,4.470916770629508,0,0,71.38535703234952,0,0,0,0,0.5435546875,,
19.402402499999617,1383.5900083333315,,,,-0.01376953125,0.03466796875,-0.99921875,0.01955442510928334,179.77613817835157,15.954290172229502,5.0562022872590555,0,0,80.66578167825193,0,0,0,0,0.812109375,,
20.809950499999662,1432.1916749999948,,,,-0.033984375,-0.02333984375,-1.04423828125,0.02451142184944028,224.74028679844915,15.933695666272438,6.088928864601842,0,0,97.01860381051264,0,0,0,0,0.9875,,
21.648552749999702,1459.2799999999966,,,,-0.01103515625,0.03828125,-0.98564453125,0.027208604134918372,252.88595564154338,15.922482924842129,6.700635991020836,0,0,106.69005911451214,0,0,0,0,1.0146484375,,
22.897851749999496,1501.808358333328,,,,-0.008203125,0.05908203125,-0.96552734375,0.030005516678420874,286.8337584772285,15.902399835041445,7.737962079683177,0,0,123.0508940288124,0,0,0,0,1.26103515625,,
23.747952749999566,1529.2700166666632,,,,0.0373046875,-0.05068359375,-0.9712890625,0.03268675629993365,323.6157577630342,15.887932002669999,8.514014596794805,0,0,135.26906052554324,0,0,0,0,2.02099609375,,
25.05235174999958,1573.7950083333285,,,,-0.18359375,0.1564453125,-1.0697265625,0.03648273288465873,370.81154093014356,15.863907976483347,9.815242464596432,0,0,155.70636365015224,0,0,0,0,2.2951171875,,
25.783201749999495,1598.1933749999955,,,,-0.26025390625,0.31171875,-0.952734375,0.03984405016157743,404.4232033423518,15.848056935941552,10.707950609266605,0,0,169.69923652751595,0,0,0,0,2.31259765625,,
26.962901249999458,1635.5816749999967,,,,-0.54189453125,0.93095703125,-0.684765625,0.043536765824694824,440.4791929876047,15.827186899589611,11.81839762441116,0,0,187.0476559231252,0,0,0,0,2.84443359375,,
27.921001999999767,1669.3816749999958,,,,-0.29775390625,0.811328125,-0.4974609375,0.04782373432003033,485.7689106236393,15.801004391991375,13.194659891143477,0,0,208.4873180986132,0,0,0,0,3.10830078125,,
28.83995199999968,1698.9350083333306,,,,-0.483203125,0.54150390625,-0.7904296875,0.051169359871508835,521.2795382192966,15.780780567380138,14.313395323052706,0,0,225.87300936730367,0,0,0,0,3.22275390625,,
29.94260199999954,1736.728366666665,,,,-0.11484375,0.2115234375,-0.87568359375,0.05557660246098865,564.5131995758283,15.75029232498149,16.062133784306575,0,0,252.98097871466683,0,0,0,0,2.94736328125,,
30.67090099999971,1760.9466833333304,,,,-0.41318359375,0.63310546875,-0.694140625,0.05856161093583588,597.9039761806735,15.729557749151095,17.1810978748971,0,0,270.2491749648206,0,0,0,0,2.8623046875,,
